,Ticker,Date,STD,LTD,EBITDA_Int,AltZ
346,CELG,2016-12-31,501.0,13789.0,8.2701,6.0348
347,CELG,2016-09-30,501.0,13802.5,4.1307,6.0774
348,CELG,2016-06-30,,14312.1,7.6967,5.9030000000000005
349,ISRG,2019-06-30,5.5,69.6,0.0,30.8754
350,ISRG,2019-03-31,5.3,71.3,0.0,34.8909
351,ISRG,2018-12-31,0.0,0.0,0.0,30.2187
352,ISRG,2018-09-30,0.0,0.0,0.0,40.0029
353,ISRG,2018-06-30,0.0,0.0,0.0,35.1383
354,ISRG,2018-03-31,0.0,0.0,0.0,32.3424
355,ISRG,2017-12-31,0.0,0.0,0.0,25.501
356,ISRG,2017-09-30,0.0,0.0,0.0,36.0902
357,ISRG,2017-06-30,0.0,0.0,0.0,30.2638
358,ISRG,2017-03-31,0.0,0.0,0.0,26.6675
359,ISRG,2016-12-31,0.0,0.0,0.0,22.6169
360,ISRG,2016-09-30,0.0,0.0,0.0,28.2504
361,ISRG,2016-06-30,0.0,0.0,0.0,27.0142
362,TMUS,2019-06-30,3531.0,38645.0,13.2862,1.5665
363,TMUS,2019-03-31,3961.0,37744.0,12.7708,1.5153
364,TMUS,2018-12-31,841.0,29263.0,9.3188,1.8361
365,TMUS,2018-09-30,783.0,29139.0,9.6761,1.9935
366,TMUS,2018-06-30,1324.0,29220.0,9.5185,1.7841
367,TMUS,2018-03-31,3765.0,29295.0,6.8513,1.6232
368,TMUS,2017-12-31,1612.0,29297.0,6.2428,1.5948
369,TMUS,2017-09-30,558.0,30348.0,6.5214,1.5739
370,TMUS,2017-06-30,1202.0,29898.0,7.4116,1.4557
371,TMUS,2017-03-31,7542.0,25319.0,5.9248,1.2759
372,TMUS,2016-12-31,354.0,30053.0,6.3885,1.3635
373,TMUS,2016-09-30,325.0,30054.0,5.7876,1.2116
374,TMUS,2016-06-30,258.0,29808.0,5.2234,1.0603
375,CME,2019-06-30,41.3,4597.2,18.6231,1.5505
376,CME,2019-03-31,39.5,4813.5,15.8628,1.3366
377,CME,2018-12-31,574.2,3826.8,14.9859,1.2487
378,CME,2018-09-30,0.0,3419.6,13.4178,1.2863
379,CME,2018-06-30,0.0,3419.0,21.6918,1.2782
380,CME,2018-03-31,0.0,2233.5,26.3355,1.1823
381,CME,2017-12-31,0.0,2233.1,20.2234,0.9498
382,CME,2017-09-30,0.0,2232.6,21.2474,0.8343
383,CME,2017-06-30,0.0,2232.1,22.6897,0.7794
384,CME,2017-03-31,0.0,2231.6,21.9564,0.7844
385,CME,2016-12-31,0.0,2231.2,18.9241,0.8513
386,CME,2016-09-30,0.0,2230.7,18.6656,0.9956
387,CME,2016-06-30,0.0,2230.2,19.9258,0.8437
388,CSX,2019-06-30,304.0,16023.0,8.9402,2.7048
389,CSX,2019-03-31,71.0,16250.0,8.8034,2.6696
390,CSX,2018-12-31,18.0,14739.0,9.3216,2.5591
391,CSX,2018-09-30,18.0,13754.0,10.0432,2.935
392,CSX,2018-06-30,19.0,13769.0,10.2675,2.7179
393,CSX,2018-03-31,19.0,13768.0,9.1745,2.5175
394,CSX,2017-12-31,19.0,11790.0,10.45,2.6158
395,CSX,2017-09-30,19.0,11788.0,9.0833,2.2762
396,CSX,2017-06-30,19.0,11806.0,9.3723,2.3604
397,CSX,2017-03-31,331.0,10963.0,7.9489,2.1661
398,CSX,2016-12-30,331.0,10962.0,8.6667,1.9416
399,CSX,2016-09-23,631.0,9888.0,8.3597,1.7970000000000002
400,CSX,2016-06-24,632.0,9905.0,8.2199,1.7286
401,BIDU,2019-03-31,10373.0,60564.0,0.8109999999999999,3.3275
402,BIDU,2018-12-31,10001.0,54903.0,4.23,3.5493
403,BIDU,2018-09-30,8039.0,41211.0,11.19,5.0023
404,BIDU,2018-06-30,13863.0,40426.0,13.0021,4.3146
405,BIDU,2018-03-31,6677.0,43896.0,15.2301,3.8771
406,BIDU,2017-12-31,7754.0,35812.0,14.6925,4.1802
407,BIDU,2017-09-30,22184.0,36609.0,10.7792,4.1201
408,BIDU,2017-06-30,17878.0,33976.0,15.6048,3.6567
409,BIDU,2017-03-31,38109.104,34255.827000000005,9.2636,3.9074
410,BIDU,2016-12-31,9795.027,34470.934,10.9554,4.5887
411,BIDU,2016-09-30,3940.988,35764.687999999995,11.9149,5.521
412,BIDU,2016-06-30,1198.691,37927.097,13.9933,5.3431
413,AMOV,2019-06-30,198481.62,585382.935,7.6867,1.6859
414,AMOV,2019-03-31,197461.114,586206.195,7.7367,1.7224
415,AMOV,2018-12-31,96230.634,542691.819,9.2016,1.9248
416,AMOV,2018-09-30,92440.246,578606.395,10.121,1.9988
417,AMOV,2018-06-30,77885.011,633917.5260000001,9.1822,1.8406
418,AMOV,2018-03-31,109770.35,546259.682,8.7996,1.9008
419,AMOV,2017-12-31,51745.84099999999,646139.058,9.2974,1.8123
420,AMOV,2017-09-30,59934.55,593662.378,6.4381,1.9167
421,AMOV,2017-06-30,68522.478,566839.767,9.3669,1.9664
422,AMOV,2017-03-31,79741.095,580224.904,9.0103,1.8261
423,AMOV,2016-12-31,82607.259,625194.144,7.6122,1.5742
424,AMOV,2016-09-30,94143.53,629525.897,7.6267,1.5733
425,AMOV,2016-06-30,115185.68,611899.6917,7.4786,1.4932
426,VOD,2019-06-30,0.0,0.0,0.0,
427,VOD,2019-03-31,0.0,0.0,0.0,-0.6785
428,VOD,2018-12-31,0.0,0.0,0.0,
429,VOD,2018-09-30,0.0,0.0,0.0,-0.2787
430,VOD,2018-06-30,0.0,0.0,0.0,
431,VOD,2018-03-31,0.0,0.0,0.0,-0.4182
432,VOD,2017-12-31,0.0,0.0,0.0,
433,VOD,2017-09-30,0.0,0.0,0.0,-0.3814
434,VOD,2017-06-30,0.0,0.0,0.0,
435,VOD,2017-03-31,0.0,0.0,0.0,-0.326
436,VOD,2016-12-31,0.0,0.0,0.0,
437,VOD,2016-09-30,0.0,0.0,0.0,-0.3638
438,VOD,2016-06-30,0.0,0.0,0.0,
439,WBA,2019-05-31,5483.0,12127.0,9.3102,5.482
440,WBA,2019-02-28,5356.0,12685.0,11.1436,5.6659
441,WBA,2018-11-30,4344.0,11646.0,11.4969,5.8377
442,WBA,2018-08-31,1966.0,12431.0,12.1509,5.9174
443,WBA,2018-05-31,2587.0,12456.0,12.6561,5.5621
444,WBA,2018-02-28,3140.0,12532.0,14.6821,5.3986
445,WBA,2017-11-30,1268.0,12737.0,12.396,5.577000000000001
446,WBA,2017-08-31,251.0,12684.0,7.9378,5.8557
447,WBA,2017-05-31,4838.0,14372.0,11.9097,5.0269
448,WBA,2017-02-28,1153.0,17758.0,10.75,5.2465
449,WBA,2016-11-30,1095.0,17777.0,10.6879,5.2798
450,WBA,2016-08-31,323.0,18705.0,8.3495,5.2145
451,ILMN,2019-06-30,44.0,1818.0,18.1333,14.8811
452,ILMN,2019-03-31,683.0,1830.0,18.0,10.6681
453,ILMN,2018-12-30,1107.0,890.0,16.4667,11.047
454,ILMN,2018-09-30,1107.0,860.0,19.0667,13.3089
455,ILMN,2018-07-01,625.0,723.0,24.7273,13.3268
456,ILMN,2018-04-01,620.0,710.0,23.3636,11.7191
457,ILMN,2017-12-31,10.0,1182.0,24.4545,10.822
458,ILMN,2017-10-01,2.0,1180.0,22.2,10.8718
459,ILMN,2017-07-02,5.0,1169.0,22.625,9.7637
460,ILMN,2017-04-02,1.0,1055.0,11.25,9.9894
461,ILMN,2017-01-01,1.25,1047.805,21.8065,8.2993
462,ILMN,2016-10-02,1.25,1040.765,21.8889,11.0913
463,ILMN,2016-07-03,0.511,1031.37,24.5,9.5097
464,VRTX,2019-06-30,44.988,611.9630000000002,20.1254,15.356
465,VRTX,2019-03-31,43.245,623.865,20.5208,16.3796
466,VRTX,2018-12-31,9.817,19.658,,14.7149
467,VRTX,2018-09-30,11.511,15.140999999999998,,17.9207
468,VRTX,2018-06-30,15.06,15.03,,15.8946
469,VRTX,2018-03-31,16.919,16.910999999999998,,15.8418
470,VRTX,2017-12-31,22.531,20.496,,14.5277
471,VRTX,2017-09-30,19.881,20.259,,15.5403
472,VRTX,2017-06-30,18.179,25.346,,12.89
473,VRTX,2017-03-31,19.27,30.355,,11.9246
474,VRTX,2016-12-31,319.426,34.976,,5.2616
475,VRTX,2016-09-30,17.772000000000006,31.719,,6.9452
476,VRTX,2016-06-30,17.445999999999998,109.238,,6.8091
477,MU,2019-05-30,1346.0,3563.0,81.72409999999998,4.8401
478,MU,2019-02-28,2634.0,3604.0,121.1111,5.0979
479,MU,2018-11-29,398.0,3734.0,154.3636,5.7565
480,MU,2018-08-30,859.0,3777.0,92.8197,6.6527
481,MU,2018-05-31,1454.0,5890.0,64.825,6.0082
482,MU,2018-03-01,1514.0,7802.0,53.6136,4.6935
483,MU,2017-11-30,1401.0,7644.0,33.7661,4.3479
484,MU,2017-08-31,1262.0,9872.0,27.0303,3.205
485,MU,2017-06-01,1161.0,10485.0,19.5033,2.7288
486,MU,2017-03-02,1117.0,11308.0,12.7143,2.0436
487,MU,2016-12-01,1155.0,8490.0,8.1295,1.7528
488,MU,2016-09-01,756.0,9154.0,5.0519,1.6721
489,MU,2016-06-02,712.0,8919.0,6.6789,1.6871
490,TSLA,2019-06-30,2011.177,12265.198,3.0074,1.5156
491,TSLA,2019-03-31,1914.073,10788.836,0.5116,1.6667
492,TSLA,2018-12-31,2567.699,9403.672,5.2098,1.8283
493,TSLA,2018-09-30,2106.538,9672.513,5.2482,1.2628
494,TSLA,2018-06-30,2020.685,9513.29,-0.8322,1.3585
495,TSLA,2018-03-31,1915.53,8763.626,-1.2086,1.1091
496,TSLA,2017-12-31,796.549,9418.219,-0.8782,1.2958
497,TSLA,2017-09-30,324.224,9584.097,-1.1515,1.5996
498,TSLA,2017-06-30,716.533,7125.306,1.3671,1.9271
499,TSLA,2017-03-31,829.08,7158.856,1.1984,1.5466
500,TSLA,2016-12-31,984.211,5870.335999999998,0.9253,1.2834
501,TSLA,2016-09-30,260.771,2443.42,7.8370000000000015,1.6364999999999998
502,TSLA,2016-06-30,626.826,2620.002,-1.182,1.8279
503,BIIB,2019-06-30,72.3,6371.5,43.7589,5.8449
504,BIIB,2019-03-31,72.5,6379.3,33.8998,5.8118
505,BIIB,2018-12-31,0.0,5936.5,35.8866,6.6648
506,BIIB,2018-09-30,0.0,5931.1,41.7163,7.4253
507,BIIB,2018-06-30,0.0,5928.4,26.7834,7.0474
508,BIIB,2018-03-31,3.3,5929.4,33.7347,6.6013
509,BIIB,2017-12-31,3.2,5935.0,27.0194,7.4515
510,BIIB,2017-09-30,573.2,5938.3,27.8706,7.5739
511,BIIB,2017-06-30,559.9,5954.0,21.7547,7.1486
512,BIIB,2017-03-31,561.5,5952.7,24.2382,7.5507
513,BIIB,2016-12-31,4.7,6512.7,16.4136,7.0757
514,BIIB,2016-09-30,4.9,6529.6,24.3258,7.9734
515,BIIB,2016-06-30,4.8,6538.3,24.824,6.956
516,MAR,2019-06-30,362.0,11078.0,5.0098,6.2688
517,MAR,2019-03-31,362.0,10914.0,6.7010000000000005,6.3924
518,MAR,2018-12-31,833.0,8514.0,5.2979,6.8758
519,MAR,2018-09-30,617.0,8710.0,7.3837,7.0513
520,MAR,2018-06-30,616.0,8375.0,10.4471,7.3012
521,MAR,2018-03-31,988.0,7858.0,8.04,6.9666
522,MAR,2017-12-31,398.0,7840.0,6.8472,7.7204
523,MAR,2017-09-30,398.0,8271.0,11.7123,6.9793
524,MAR,2017-06-30,402.0,7911.0,11.3288,6.1960000000000015
525,MAR,2017-03-31,309.0,8161.0,8.6857,5.6033
526,MAR,2016-12-31,309.0,8197.0,6.8267,4.9582
527,MAR,2016-09-30,316.0,8506.0,3.7636,4.2416
528,MAR,2016-06-30,303.0,4057.0,7.3509,6.9864
529,JD,2019-06-30,2983.357,10757.428,23.4196,3.8281
530,JD,2019-03-31,4543.929,10990.406,15.464,4.182
531,JD,2018-12-31,4544.934,6786.143,4.6657,3.0858
532,JD,2018-09-30,9576.099,9894.001,3.4869,3.774
533,JD,2018-06-30,11858.267,9817.457,0.9392,3.9902
534,JD,2018-03-31,13514.256,7227.010999999998,5.2434,4.2361
535,JD,2017-12-31,12884.881,10922.595,-0.8708,3.7375
536,JD,2017-09-30,12302.787,15602.28,,4.3196
537,JD,2017-06-30,12181.097,17532.854,,4.2035
538,JD,2017-03-31,20243.934,13457.514,8.4874,3.1093
539,JD,2016-12-31,11109.387,9149.401,7.2646,2.8111
540,JD,2016-09-30,13710.453,10235.449,0.4853,2.9332000000000003
541,JD,2016-06-30,10754.354,12532.593,1.4538,2.8186
542,WDAY,2019-04-30,299.515,1229.544,-1.9677,6.9787
543,WDAY,2019-01-31,232.514,972.264,-1.2028,6.3029
544,WDAY,2018-10-31,229.68400000000003,961.139,-8.6644,5.0476
545,WDAY,2018-07-31,226.877,950.132,-1.6954,5.5218
546,WDAY,2018-04-30,570.251,939.242,-0.8873,5.0837
547,WDAY,2018-01-31,341.509,1149.845,-1.7,4.697
548,WDAY,2017-10-31,336.936,1136.494,-2.4874,4.8116
549,WDAY,2017-07-31,332.422,216.038,-4.9121,6.0872
550,WDAY,2017-04-30,0.0,541.393,-1.8875,5.3593
551,WDAY,2017-01-31,0.0,534.423,-6.3097,5.0073
552,WDAY,2016-10-31,0.0,527.547,-8.8701,5.8260000000000005
553,WDAY,2016-07-31,0.0,520.765,-6.205,6.0107
554,CTSH,2019-06-30,241.0,1413.0,136.0,8.5783
555,CTSH,2019-03-31,216.0,1395.0,105.0,9.1962
556,CTSH,2018-12-31,9.0,736.0,103.0,9.2142
557,CTSH,2018-09-30,100.0,624.0,145.3333,10.5002
558,CTSH,2018-06-30,100.0,649.0,113.2857,10.9909
559,CTSH,2018-03-31,100.0,673.0,135.0,11.1139
560,CTSH,2017-12-31,175.0,698.0,155.8,9.4453
561,CTSH,2017-09-30,100.0,723.0,127.0,11.1761
562,CTSH,2017-06-30,244.0,747.0,118.1667,10.9043
563,CTSH,2017-03-31,437.0,772.0,112.3333,10.0683
564,CTSH,2016-12-31,81.0,797.0,165.5,9.7807
565,CTSH,2016-09-30,75.0,821.6,136.0,9.1476
566,CTSH,2016-06-30,68.8,840.0,136.8,10.5279
567,ADI,2019-05-04,374.165,5612.365,11.2405,7.1052
568,ADI,2019-02-02,0.0,6234.517,11.1771,6.8742
569,ADI,2018-11-03,67.0,6265.674,12.0903,8.2678
570,ADI,2018-08-04,22.5,6532.746,11.3339,8.3535
571,ADI,2018-05-05,56.0,6926.441,10.8362,7.5283
572,ADI,2018-02-03,50.0,7384.856,9.4121,7.0403
573,ADI,2017-10-28,300.0,7551.084,10.0437,6.3744
574,ADI,2017-07-29,0.0,8199.23,5.4367,6.1266
575,ADI,2017-04-29,4321.169,8572.364,3.9558,2.9065
576,ADI,2017-01-28,0.0,3805.4,7.5232,5.6387
577,ADI,2016-10-29,0.0,1732.177,10.5934,7.4086
578,ADI,2016-07-30,0.0,1731.7579999999996,17.3931,7.4918
579,REGN,2019-06-30,4.0,735.0,45.9625,8.1889
580,REGN,2019-03-31,6.2,733.1,68.961,10.1901
581,REGN,2018-12-31,0.0,708.5,103.5323,10.5703
582,REGN,2018-09-30,0.0,707.203,88.3859,11.2788
583,REGN,2018-06-30,0.0,705.903,94.8005,10.4152
584,REGN,2018-03-31,0.0,704.645,93.7396,10.2711
585,REGN,2017-12-31,0.0,703.5,95.3025,11.6114
586,REGN,2017-09-30,0.0,702.317,96.675,13.0586
587,REGN,2017-06-30,0.0,701.173,108.3944,14.279000000000002
588,REGN,2017-03-31,7.2,700.4069999999998,62.4793,10.3184
589,REGN,2016-12-31,127.274,351.569,82.416,11.2143
590,REGN,2016-09-30,0.0,382.228,,12.9021
591,REGN,2016-06-30,0.0,361.523,,12.4701
592,AMAT,2019-07-28,0.0,5312.0,15.3621,5.6391
593,AMAT,2019-04-28,0.0,5311.0,14.5,6.9799
594,AMAT,2019-01-27,0.0,5310.0,16.6,6.7586
595,AMAT,2018-10-28,0.0,5309.0,18.9333,6.7742
596,AMAT,2018-07-29,0.0,5308.0,23.1695,7.5123
597,AMAT,2018-04-29,0.0,5306.0,25.0,7.2703
598,AMAT,2018-01-28,0.0,5305.0,22.6102,7.3493
599,AMAT,2017-10-29,0.0,5304.0,21.1053,7.657999999999999
600,AMAT,2017-07-30,0.0,5303.0,19.0678,6.7435
601,AMAT,2017-04-30,0.0,5302.0,23.7045,6.5026
602,AMAT,2017-01-29,0.0,3125.0,23.7895,7.3014
603,AMAT,2016-10-30,0.0,3125.0,23.0789,6.7365
604,AMAT,2016-07-31,0.0,3343.0,18.2368,6.7743
605,KHC,2019-06-29,1484.0,30309.0,3.269,-0.5082
606,KHC,2019-03-30,1497.0,30306.0,2.6355,-0.4442
607,KHC,2018-12-29,398.0,30770.0,-42.6615,-0.0902
608,KHC,2018-10-01,,,,4.1332
609,KHC,2018-09-29,1344.0,30887.0,4.0613,4.1341
610,KHC,2018-06-30,2788.0,31380.0,5.038,4.0069
611,KHC,2018-03-31,3743.0,28561.0,5.4479,4.2693
612,KHC,2017-12-31,,,,4.6352
613,KHC,2017-12-30,3195.0,28308.0,5.6851,4.6352
614,KHC,2017-09-30,3204.0,28276.0,5.7614,3.8781
615,KHC,2017-07-01,1109.0,29978.0,6.1694,4.1
616,KHC,2017-04-01,2931.0,29747.0,5.3674,3.7738
617,KHC,2016-12-31,2691.0,29713.0,5.1065,3.7504
618,KHC,2016-10-02,2700.0,29980.0,4.7781,3.7505
619,KHC,2016-07-03,2751.0,30002.0,7.5492,3.5412
620,ADSK,2019-04-30,59.2,2228.9,0.0,4.0718
621,ADSK,2019-01-31,0.0,2087.7,0.0,3.3004
622,ADSK,2018-10-31,0.0,1587.8,0.0,3.1884
623,ADSK,2018-07-31,0.0,1587.2,0.0,3.0857
624,ADSK,2018-04-30,0.0,1586.6,0.0,3.0677
625,ADSK,2018-01-31,0.0,1586.0,0.0,2.3468
626,ADSK,2017-10-31,0.0,1585.4,0.0,3.3374
627,ADSK,2017-07-31,0.0,1584.9,0.0,3.1385
628,ADSK,2017-04-30,399.1,1092.4,0.0,2.6339
629,ADSK,2017-01-31,398.7,1092.0,0.0,2.4726
630,ADSK,2016-10-31,0.0,1489.9,0.0,2.8841
631,ADSK,2016-07-31,0.0,1489.2,0.0,2.7734
632,ROST,2019-05-04,536.9,2827.082000000001,273.7715,6.5953
633,ROST,2019-02-02,0.0,312.44,177.1027,11.7499
634,ROST,2018-11-03,84.99700000000001,312.328,125.4961,11.6114
635,ROST,2018-08-04,84.98899999999998,312.217,141.0996,11.6683
636,ROST,2018-05-05,84.98100000000002,312.105,139.7559,10.6574
637,ROST,2018-02-03,84.973,311.994,148.4507,11.1993
638,ROST,2017-10-28,0.0,396.848,111.0205,9.2441
639,ROST,2017-07-29,0.0,396.729,123.4959,9.0722
640,ROST,2017-04-29,0.0,396.611,119.0402,9.6617
641,ROST,2017-01-28,0.0,396.49300000000005,160.0879,10.29
642,ROST,2016-10-29,0.0,396.376,,9.8321
643,ROST,2016-07-30,0.0,396.259,109.7603,9.8644
644,NTES,2019-06-30,14263.305,0.0,0.0,6.3871
645,NTES,2019-03-31,14134.553999999998,0.0,0.0,5.8558
646,NTES,2018-12-31,13658.553999999998,0.0,0.0,5.9257
647,NTES,2018-09-30,13645.93,0.0,0.0,6.0378
648,NTES,2018-06-30,12725.741000000002,0.0,0.0,6.8074
649,NTES,2018-03-31,9516.159,0.0,0.0,7.4442
650,NTES,2017-12-31,6623.502,0.0,0.0,10.1492
651,NTES,2017-09-30,5732.593000000002,0.0,0.0,9.9942
652,NTES,2017-06-30,5377.687,0.0,0.0,10.9711
653,NTES,2017-03-31,4483.442,0.0,0.0,10.6935
654,NTES,2016-12-31,3815.691,0.0,0.0,8.9579
655,NTES,2016-09-30,3005.01,0.0,0.0,11.8549
656,NTES,2016-06-30,2320.92,0.0,0.0,11.004
657,ATVI,2019-06-30,60.0,2902.0,23.0476,7.9286
658,ATVI,2019-03-31,62.0,2893.0,37.381,7.0274
659,ATVI,2018-12-31,0.0,2671.0,50.9048,7.0585
660,ATVI,2018-09-30,0.0,2670.0,12.9688,10.2419
661,ATVI,2018-06-30,0.0,4394.0,14.6829,8.0786
662,ATVI,2018-03-31,0.0,4392.0,22.5,6.6826
663,ATVI,2017-12-31,0.0,4390.0,13.7,5.9270000000000005
664,ATVI,2017-09-30,0.0,4388.0,13.1026,7.3256
665,ATVI,2017-06-30,0.0,4387.0,17.8889,7.8076
666,ATVI,2017-03-31,0.0,4393.0,23.0286,6.9377
667,ATVI,2016-12-31,0.0,4887.0,20.7179,5.5174
668,ATVI,2016-09-30,1481.0,4881.0,11.7,4.9176
669,ATVI,2016-06-30,56.0,4977.0,9.8545,5.9788
670,FISV,2019-06-30,83.0,14074.0,8.2813,4.4472
671,FISV,2019-03-31,85.0,6172.0,9.2203,9.4163
672,FISV,2018-12-31,4.0,5955.0,10.375,10.1983
673,FISV,2018-09-30,452.0,4823.0,10.4681,10.3306
674,FISV,2018-06-30,1.0,4805.0,10.9778,11.8035
675,FISV,2018-03-31,1.0,4603.0,16.4889,11.8764
676,FISV,2017-12-31,3.0,4897.0,11.8222,11.091
677,FISV,2017-09-30,93.0,5018.0,10.6889,11.003
678,FISV,2017-06-30,95.0,4646.0,10.9773,11.8119
679,FISV,2017-03-31,91.0,4547.0,11.2619,11.5837
680,FISV,2016-12-31,95.0,4467.0,11.4286,10.890999999999998
681,FISV,2016-09-30,6.0,4624.0,11.5366,11.2177
682,FISV,2016-06-30,6.0,4548.0,11.6,11.8241
683,XLNX,2019-06-29,8.798,1293.565,26.9586,10.3397
684,XLNX,2019-03-30,0.0,1234.807,21.9033,11.1475
685,XLNX,2018-12-29,499.851,1221.438,21.0842,7.1485
686,XLNX,2018-09-29,499.629,1201.884,19.5175,6.8457
687,XLNX,2018-06-30,499.407,1207.387,17.8112,5.8629
688,XLNX,2018-03-31,499.186,1214.44,18.5329,6.2866
689,XLNX,2017-12-30,0.0,1730.211,15.8773,5.9973
690,XLNX,2017-09-30,0.0,1738.6660000000004,18.8004,6.523
691,XLNX,2017-07-01,0.0,1737.41,15.2319,6.1156
